rating_count,image_count,mission_tags,review_count,segment_label,description,title,images_list,category_breadcrumb,price_currency,scrape_date,price_current,url,subcluster_label,dimensions,subcluster,average_rating,color_options,name,image_url,product_url,brand,product_id,material_text,is_sale,rating,best_seller,is_new,colors,in_stock,price_original,price_regular,care_instructions,sku,availability_text,promo_excluded,sold_shipped_by,price_band,price_numeric,rating_quadrant,color_count,color_family,kw_tote,kw_clutch,kw_backpack,kw_crossbody,kw_convertible,kw_quilted,kw_faux_leather,kw_laptop,kw_organizer,kw_mini,kw_drawstring,is_clearance,style_text,cluster_kmeans,pca_x,pca_y,cluster_hdbscan,umap_x,umap_y,score_weight
0.0,1,weekend_bucket,0,Shoulder Bags,Straw tote bag; Cane design; White trim detailing; Polyethylene shell; Spacious main compartment; Double handles; Bag structure: Structured; Interior features: No Compartments or Pockets; Exterior features: No Compartments or Pockets,Straw Caning Tote Bag - A New Day™ Natural,https://target.scene7.com/is/image/Target/GUEST_7c5c9ad5-2102-437b-a5c6-e182cdb71d6f?wid=1200&hei=1200&qlt=85,"Target > Clothing, Shoes & Accessories > Accessories > Handbags & Purses > Shoulder Bags",USD,2026-02-23T16:45:09.898384,40,https://www.target.com/p/straw-caning-tote-bag-a-new-day-8482-natural/-/A-94745584#lnk=sametab,Shoulder Bags | bag / handbag | Mid,10.5 Inches (H) x 19.5 Inches (W) x 3.75 Inches (D),42,0,Natural,Straw Caning Tote Bag - A New Day™ Natural,https://target.scene7.com/is/image/Target/GUEST_7c5c9ad5-2102-437b-a5c6-e182cdb71d6f?wid=1200&hei=1200&qlt=85,https://www.target.com/p/straw-caning-tote-bag-a-new-day-8482-natural/-/A-94745584#lnk=sametab,A New Day,94745584,Polyethylene,False,0.0,False,False,Natural,False,,,,,,,,40-70,40.0,Weak,1,unknown,True,False,False,False,False,False,False,False,False,False,False,False,"Straw Caning Tote Bag - A New Day™ Natural | A New Day | Target > Clothing, Shoes & Accessories > Accessories > Handbags & Purses > Shoulder Bags | Natural",1,0.16091065,-0.05925763,55,6.0438905,10.607019,0.0
5.0,1,micro_mini_impulse|convertible_multiway|everyday_crossbody,5,Shoulder Bags,"Mini bowler crossbody bag; Polyurethane shell; Zippered main compartment; Detachable and adjustable strap; Double handles; Bag structure: Unstructured; Interior features: No Compartments or Pockets; Exterior features: Detachable Straps, Adjustable Shoulder Strap",Woven Mini Bowler Crossbody bag - A New Day™ Brown,https://target.scene7.com/is/image/Target/GUEST_a450babf-571e-4587-8542-3e8da6499b9e?wid=1200&hei=1200&qlt=85,"Target > Clothing, Shoes & Accessories > Accessories > Handbags & Purses > Crossbody & Messenger Bags",USD,2026-02-23T16:45:09.898384,30,https://www.target.com/p/woven-mini-bowler-crossbody-bag-a-new-day/-/A-94810405?preselect=94780327#lnk=sametab,Shoulder Bags | bag / handbag | Mid,5.5 Inches (H) x 8.25 Inches (W) x 3.5 Inches (D),42,4.2,Brown,Woven Mini Bowler Crossbody bag - A New Day™ Brown,https://target.scene7.com/is/image/Target/GUEST_a450babf-571e-4587-8542-3e8da6499b9e?wid=1200&hei=1200&qlt=85,https://www.target.com/p/woven-mini-bowler-crossbody-bag-a-new-day/-/A-94810405?preselect=94780327#lnk=sametab,A New Day,94780327,Polyurethane,False,4.2,False,False,Brown,False,,,,,,,,20-40,30.0,Hidden opportunity,1,neutral,False,False,False,True,False,False,False,False,False,True,False,False,"Woven Mini Bowler Crossbody bag - A New Day™ Brown | A New Day | Target > Clothing, Shoes & Accessories > Accessories > Handbags & Purses > Crossbody & Messenger Bags | Brown",1,0.34183386,0.14538658,57,4.3157787,10.559907,7.525389770757831
167.0,1,everyday_crossbody|eco_conscious,167,Shoulder Bags,Softside crossbody bag; Puffer design; 100% recycled polyester shell material; Zippered main compartment; 23in single strap; Bag structure: Softside; Interior features: Zip Pocket; Exterior features: No Compartments or Pockets,"Puffer Crossbody Handbag - Wild Fable™ Taupe: Softside Woven Bag, Single Strap, Solid Pattern",https://target.scene7.com/is/image/Target/GUEST_189c5713-a9f9-4846-af74-3f02e7d81e94?wid=1200&hei=1200&qlt=85,"Target > Clothing, Shoes & Accessories > Accessories > Handbags & Purses > Crossbody & Messenger Bags",USD,2026-02-23T16:45:09.898384,20,https://www.target.com/p/puffer-crossbody-handbag-wild-fable/-/A-93723382?preselect=93657296#lnk=sametab,Shoulder Bags | bag / handbag | Mid,8.32 Inches (H) x 11.24 Inches (W) x 3 Inches (D),42,4.4,,"Puffer Crossbody Handbag - Wild Fable™ Taupe: Softside Woven Bag, Single Strap, Solid Pattern",https://target.scene7.com/is/image/Target/GUEST_189c5713-a9f9-4846-af74-3f02e7d81e94?wid=1200&hei=1200&qlt=85,https://www.target.com/p/puffer-crossbody-handbag-wild-fable/-/A-93723382?preselect=93657296#lnk=sametab,Wild Fable,93657296,100% Recycled Polyester,False,4.4,False,False,,False,,,,,,,,20-40,20.0,Proven winner,0,unknown,False,False,False,True,False,False,False,False,False,False,False,False,"Puffer Crossbody Handbag - Wild Fable™ Taupe: Softside Woven Bag, Single Strap, Solid Pattern | Wild Fable | Target > Clothing, Shoes & Accessories > Accessories > Handbags & Purses > Crossbody & Messenger Bags",1,0.25024492,0.052428644,-1,4.902298,9.855566,22.545441509374342
61.0,1,everyday_crossbody|convertible_multiway,61,Shoulder Bags,"Universal Thread camera handbag; Features an interior pocket; Double zipper closure; Adjustable shoulder strap; Bag structure: Unstructured; Interior features: Zip Pocket; Exterior features: Adjustable Shoulder Strap, Detachable Straps",Canvas Double Zip Camera Crossbody Handbag - Universal Thread™ Off-White,https://target.scene7.com/is/image/Target/GUEST_2e56d35e-05d8-455c-871e-790051287d3b?wid=1200&hei=1200&qlt=85,"Target > Clothing, Shoes & Accessories > Accessories > Handbags & Purses > Crossbody & Messenger Bags",USD,2026-02-23T16:45:09.898384,30,https://www.target.com/p/double-zip-camera-crossbody-handbag-universal-thread/-/A-94594859?preselect=94788201#lnk=sametab,Shoulder Bags | bag / handbag | Mid,5 Inches (H) x 8.25 Inches (W) x 2.75 Inches (D),42,4.6,White,Canvas Double Zip Camera Crossbody Handbag - Universal Thread™ Off-White,https://target.scene7.com/is/image/Target/GUEST_2e56d35e-05d8-455c-871e-790051287d3b?wid=1200&hei=1200&qlt=85,https://www.target.com/p/double-zip-camera-crossbody-handbag-universal-thread/-/A-94594859?preselect=94788201#lnk=sametab,Universal Thread,94788201,Polyester,False,4.6,False,False,White,False,,,,,,,,20-40,30.0,Proven winner,1,neutral,False,False,False,True,False,False,False,False,False,False,False,False,"Canvas Double Zip Camera Crossbody Handbag - Universal Thread™ Off-White | Universal Thread | Target > Clothing, Shoes & Accessories > Accessories > Handbags & Purses > Crossbody & Messenger Bags | White",1,0.21711774,0.06789311,44,5.9388366,9.087534,18.98481817120742
3.0,1,everyday_crossbody|convertible_multiway,3,Shoulder Bags,Universal Thread belt handbag; Polyurethane material; Zippered main compartment; Removable and adjustable strap; Bag structure: Unstructured; Interior features: No Compartments or Pockets; Exterior features: Back Pocket,Woven Modern Belt Handbag - Universal Thread™ Brown,https://target.scene7.com/is/image/Target/GUEST_8535cef8-c872-46a2-970a-84bb5ef6150e?wid=1200&hei=1200&qlt=85,"Target > Clothing, Shoes & Accessories > Accessories > Handbags & Purses > Crossbody & Messenger Bags",USD,2026-02-23T16:45:09.898384,25,https://www.target.com/p/modern-belt-handbag-universal-thread/-/A-94837651?preselect=94780201#lnk=sametab,Shoulder Bags | bag / handbag | Mid,6 Inches (H) x 12.75 Inches (W) x 2.75 Inches (D),42,5,Brown,Woven Modern Belt Handbag - Universal Thread™ Brown,https://target.scene7.com/is/image/Target/GUEST_8535cef8-c872-46a2-970a-84bb5ef6150e?wid=1200&hei=1200&qlt=85,https://www.target.com/p/modern-belt-handbag-universal-thread/-/A-94837651?preselect=94780201#lnk=sametab,Universal Thread,94780201,Polyurethane,False,5.0,False,False,Brown,False,,,,,,,,20-40,25.0,Hidden opportunity,1,neutral,False,False,False,False,False,False,False,False,False,False,False,False,"Woven Modern Belt Handbag - Universal Thread™ Brown | Universal Thread | Target > Clothing, Shoes & Accessories > Accessories > Handbags & Purses > Crossbody & Messenger Bags | Brown",1,0.2475576,0.09985401,57,4.2494183,10.747604,6.931471805599453
64.0,1,micro_mini_impulse|convertible_multiway,64,Shoulder Bags,Mini tulip tote bag; Made from polyurethane; Strap accent with buckle; Double handles; Removable crossbody strap; Magnetic closure; Bag structure: Unstructured; Interior features: No Compartments or Pockets; Exterior features: No Compartments or Pockets,Mini Tulip Tote Handbag with Crossbody Strap - A New Day™ Brown,https://target.scene7.com/is/image/Target/GUEST_fa6e2d25-49c1-4142-b969-3fab3db3e50c?wid=1200&hei=1200&qlt=85,"Target > Clothing, Shoes & Accessories > Accessories > Handbags & Purses > Shoulder Bags",USD,2026-02-23T16:45:09.898384,25,https://www.target.com/p/mini-tulip-tote-handbag-with-crossbody-strap-a-new-day/-/A-94436052?preselect=94269884#lnk=sametab,Shoulder Bags | bag / handbag | Mid,6.5 Inches (H) x 9 Inches (W) x 4.75 Inches (D),42,4.4,Brown,Mini Tulip Tote Handbag with Crossbody Strap - A New Day™ Brown,https://target.scene7.com/is/image/Target/GUEST_fa6e2d25-49c1-4142-b969-3fab3db3e50c?wid=1200&hei=1200&qlt=85,https://www.target.com/p/mini-tulip-tote-handbag-with-crossbody-strap-a-new-day/-/A-94436052?preselect=94269884#lnk=sametab,A New Day,94269884,Polyurethane,False,4.4,False,False,Brown,False,,,,,,,,20-40,25.0,Proven winner,1,neutral,True,False,False,True,False,False,False,False,False,True,False,False,"Mini Tulip Tote Handbag with Crossbody Strap - A New Day™ Brown | A New Day | Target > Clothing, Shoes & Accessories > Accessories > Handbags & Purses > Shoulder Bags | Brown",1,0.34026617,0.11898506,-1,4.365517,10.559279,18.367303987540804
260.0,1,travel_utility|value_mass,260,Shoulder Bags,Travel pouch; Woven design in plastic; See-through sides for visible contents; Unstructured with single compartment; Zipper closure; Top handle; Bag structure: Unstructured; Interior features: No Compartments or Pockets; Exterior features: No Compartments or Pockets,"Travel Pouch - A New Day™ Taupe: Top Handle Bag, Unstructured, Woven, Handle",https://target.scene7.com/is/image/Target/GUEST_5d89a195-c7f0-41d8-8f89-9053cf09c34e?wid=1200&hei=1200&qlt=85,"Target > Clothing, Shoes & Accessories > Accessories > Handbags & Purses > Handbags & Purses",USD,2026-02-23T16:45:09.898384,15,https://www.target.com/p/travel-pouch-a-new-day/-/A-90564597?preselect=90367006#lnk=sametab,Shoulder Bags | bag / handbag | Mid,5.5 Inches (H) x 8.5 Inches (W) x 3.4 Inches (D),42,4.6,Red,"Travel Pouch - A New Day™ Taupe: Top Handle Bag, Unstructured, Woven, Handle",https://target.scene7.com/is/image/Target/GUEST_5d89a195-c7f0-41d8-8f89-9053cf09c34e?wid=1200&hei=1200&qlt=85,https://www.target.com/p/travel-pouch-a-new-day/-/A-90564597?preselect=90367006#lnk=sametab,A New Day,90367006,Polyurethane,False,4.6,False,False,Red,False,,,,,,,,0-20,15.0,Proven winner,1,bold,False,False,False,False,False,False,False,False,False,False,False,False,"Travel Pouch - A New Day™ Taupe: Top Handle Bag, Unstructured, Woven, Handle | A New Day | Target > Clothing, Shoes & Accessories > Accessories > Handbags & Purses > Handbags & Purses | Red",1,0.14847592,-0.04085294,50,4.954957,9.73739,25.59679387368439
0.0,1,eco_conscious|convertible_multiway|everyday_crossbody,0,Shoulder Bags,"Small satchel bag in brown; Straw paper shell; Crochet exterior; Zippered main compartment; Double handle; Detachable and adjustable faux-leather strap; Forest Stewardship Council Certified; Bag structure: Unstructured; Interior features: No Compartments or Pockets; Exterior features: Detachable Straps, Adjustable Shoulder Strap",Straw Small Satchel Bag - A New Day™ Brown,https://target.scene7.com/is/image/Target/GUEST_60763823-9abf-4b7b-a277-ba63db44ab6a?wid=1200&hei=1200&qlt=85,"Target > Clothing, Shoes & Accessories > Accessories > Handbags & Purses > Shoulder Bags",USD,2026-02-23T16:45:09.898384,30,https://www.target.com/p/straw-small-satchel-bag-a-new-day-8482-brown/-/A-94744290#lnk=sametab,Shoulder Bags | bag / handbag | Mid,5.5 Inches (H) x 10.23 Inches (W) x 3.15 Inches (D),42,0,Brown,Straw Small Satchel Bag - A New Day™ Brown,https://target.scene7.com/is/image/Target/GUEST_60763823-9abf-4b7b-a277-ba63db44ab6a?wid=1200&hei=1200&qlt=85,https://www.target.com/p/straw-small-satchel-bag-a-new-day-8482-brown/-/A-94744290#lnk=sametab,A New Day,94744290,Paper,False,0.0,False,False,Brown,False,,,,,,,,20-40,30.0,Weak,1,neutral,False,False,False,False,False,False,False,False,False,False,False,False,"Straw Small Satchel Bag - A New Day™ Brown | A New Day | Target > Clothing, Shoes & Accessories > Accessories > Handbags & Purses > Shoulder Bags | Brown",1,0.25564596,0.040791325,56,4.8186646,10.610441,0.0
2.0,1,eco_conscious|oversized_carryall,2,Shoulder Bags,Universal Thread crescent handbag; Paper straw shell; Crocheted exterior; Zippered main compartment; Single handle; Bag structure: Structured; Interior features: No Compartments or Pockets; Exterior features: No Compartments or Pockets,Straw Crescent XL Tote Handbag - Universal Thread™ Natural,https://target.scene7.com/is/image/Target/GUEST_4cf2071b-f1f5-4be6-96da-0d09a7c8a33a?wid=1200&hei=1200&qlt=85,"Target > Clothing, Shoes & Accessories > Accessories > Handbags & Purses > Shoulder Bags",USD,2026-02-23T16:45:09.898384,35,https://www.target.com/p/straw-crescent-xl-tote-handbag-universal-thread-8482-natural/-/A-94755267#lnk=sametab,Shoulder Bags | bag / handbag | Mid,22 Inches (H) x 17 Inches (W) x 10 Inches (D),42,2,Natural,Straw Crescent XL Tote Handbag - Universal Thread™ Natural,https://target.scene7.com/is/image/Target/GUEST_4cf2071b-f1f5-4be6-96da-0d09a7c8a33a?wid=1200&hei=1200&qlt=85,https://www.target.com/p/straw-crescent-xl-tote-handbag-universal-thread-8482-natural/-/A-94755267#lnk=sametab,Universal Thread,94755267,Paper Straw,False,2.0,False,False,Natural,False,,,,,,,,20-40,35.0,Weak,1,unknown,True,False,False,False,False,False,False,False,False,False,False,False,"Straw Crescent XL Tote Handbag - Universal Thread™ Natural | Universal Thread | Target > Clothing, Shoes & Accessories > Accessories > Handbags & Purses > Shoulder Bags | Natural",1,0.2235375,0.021582577,55,5.947389,10.392113,2.1972245773362196
2.0,1,weekend_bucket,2,Shoulder Bags,Bucket shoulder bag; Polyurethane woven material; Magnetic closure; Adjustable strap; Unstructured; Bag structure: Unstructured; Interior features: No Compartments or Pockets; Exterior features: No Compartments or Pockets,Bucket Shoulder Bag - A New Day™ Dark Brown,https://target.scene7.com/is/image/Target/GUEST_b9ab15ed-5f97-4714-ae53-660fd4434b10?wid=1200&hei=1200&qlt=85,"Target > Clothing, Shoes & Accessories > Accessories > Handbags & Purses > Shoulder Bags",USD,2026-02-23T16:45:09.898384,35,https://www.target.com/p/bucket-shoulder-bag-a-new-day/-/A-94810417?preselect=94780337#lnk=sametab,Shoulder Bags | bag / universal | Mid,11.5 Inches (H) x 12 Inches (W) x 5.25 Inches (D),36,3,Brown,Bucket Shoulder Bag - A New Day™ Dark Brown,https://target.scene7.com/is/image/Target/GUEST_b9ab15ed-5f97-4714-ae53-660fd4434b10?wid=1200&hei=1200&qlt=85,https://www.target.com/p/bucket-shoulder-bag-a-new-day/-/A-94810417?preselect=94780337#lnk=sametab,A New Day,94780337,Polyurethane,False,3.0,False,False,Brown,False,,,,,,,,20-40,35.0,Weak,1,neutral,False,False,False,False,False,False,False,False,False,False,False,False,"Bucket Shoulder Bag - A New Day™ Dark Brown | A New Day | Target > Clothing, Shoes & Accessories > Accessories > Handbags & Purses > Shoulder Bags | Brown",1,0.29033822,0.0029133328,56,4.542508,10.40047,3.295836866004329
1.0,1,value_mass|minimal_modern,1,Bags & Wallets,"Winged tote bag in a white; Cotton shell; Spacious main compartment with magnetic closure; Zippered inner pocket and accessories pocket; Exterior pocket with flap closure; Polyurethane double handles; Bag structure: Unstructured; Interior features: Accessories Pocket, Zip Pocket; Exterior features: Front Pocket",Winged Tote Bag - A New Day™ White,https://target.scene7.com/is/image/Target/GUEST_ebe197ee-296f-4b3d-a2a8-d38473d37365?wid=1200&hei=1200&qlt=85,"Target > Clothing, Shoes & Accessories > Accessories > Handbags & Purses > Shoulder Bags",USD,2026-02-23T16:45:09.898384,35,https://www.target.com/p/winged-tote-bag-a-new-day-8482-white/-/A-1004118866#lnk=sametab,Bags & Wallets | bag / tote | Upper Mid,11.5 Inches (H) x 21.5 Inches (W) x 7.25 Inches (D),35,5,White,Winged Tote Bag - A New Day™ White,https://target.scene7.com/is/image/Target/GUEST_ebe197ee-296f-4b3d-a2a8-d38473d37365?wid=1200&hei=1200&qlt=85,https://www.target.com/p/winged-tote-bag-a-new-day-8482-white/-/A-1004118866#lnk=sametab,A New Day,1004118866,Polyurethane,False,5.0,False,False,White,False,,,,,,,,20-40,35.0,Hidden opportunity,1,neutral,True,False,False,False,False,False,False,False,False,False,False,False,"Winged Tote Bag - A New Day™ White | A New Day | Target > Clothing, Shoes & Accessories > Accessories > Handbags & Purses > Shoulder Bags | White",1,0.100689426,-0.1429952,-1,5.955152,9.202864,3.4657359027997265
55.0,1,everyday_crossbody|convertible_multiway|value_mass,55,Crossbody & Messenger Bags,Crossbody vanity bag; Quilted polyurethane construction; Zipper closure; Padded top handle; Detachable shoulder strap; Bag structure: Unstructured; Interior features: No Compartments or Pockets; Exterior features: Detachable Straps,Quilted Vanity Crossbody Bag - A New Day™ Black,https://target.scene7.com/is/image/Target/GUEST_c4751f50-f9a1-4bbf-aa7e-39f08791abc9?wid=1200&hei=1200&qlt=85,"Target > Clothing, Shoes & Accessories > Accessories > Handbags & Purses > Crossbody & Messenger Bags",USD,2026-02-23T16:45:09.898384,20,https://www.target.com/p/quilted-vanity-crossbody-bag-a-new-day/-/A-94436057?preselect=94269889#lnk=sametab,Crossbody & Messenger Bags | bag / crossbody | Mid,4.5 Inches (H) x 7.5 Inches (W) x 2.75 Inches (D),47,4.8,Black,Quilted Vanity Crossbody Bag - A New Day™ Black,https://target.scene7.com/is/image/Target/GUEST_c4751f50-f9a1-4bbf-aa7e-39f08791abc9?wid=1200&hei=1200&qlt=85,https://www.target.com/p/quilted-vanity-crossbody-bag-a-new-day/-/A-94436057?preselect=94269889#lnk=sametab,A New Day,94269889,Polyurethane,False,4.8,False,False,Black,False,,,,,,,,20-40,20.0,Proven winner,1,black,False,False,False,True,False,True,False,False,False,False,False,False,"Quilted Vanity Crossbody Bag - A New Day™ Black | A New Day | Target > Clothing, Shoes & Accessories > Accessories > Handbags & Purses > Crossbody & Messenger Bags | Black",0,0.3497957,0.016640522,54,4.4845133,7.3332663,19.32168811552872
66.0,1,everyday_crossbody|convertible_multiway|value_mass,66,Crossbody & Messenger Bags,Universal Thread double gusset crossbody bag; Faux leather design; Credit card pockets; Zip closure; Removable adjustable strap; Bag structure: Unstructured; Interior features: Accessories Pocket; Exterior features: No Compartments or Pockets,"Double Gusset Crossbody Bag - Universal Thread™ Black: Removable Adjustable Strap, Twill",https://target.scene7.com/is/image/Target/GUEST_5c32376b-0886-485d-a6b3-7d8f8de8bc9a?wid=1200&hei=1200&qlt=85,"Target > Clothing, Shoes & Accessories > Accessories > Handbags & Purses > Crossbody & Messenger Bags",USD,2026-02-23T16:45:09.898384,20,https://www.target.com/p/double-gusset-crossbody-bag-universal-thread/-/A-91030307?preselect=90779633#lnk=sametab,Crossbody & Messenger Bags | bag / crossbody | Mid,5 Inches (H) x 9.5 Inches (W) x 1.5 Inches (D),47,4.3,Black,"Double Gusset Crossbody Bag - Universal Thread™ Black: Removable Adjustable Strap, Twill",https://target.scene7.com/is/image/Target/GUEST_5c32376b-0886-485d-a6b3-7d8f8de8bc9a?wid=1200&hei=1200&qlt=85,https://www.target.com/p/double-gusset-crossbody-bag-universal-thread/-/A-91030307?preselect=90779633#lnk=sametab,Universal Thread,90779633,Polyurethane,False,4.3,False,False,Black,False,,,,,,,,20-40,20.0,Proven winner,1,black,False,False,False,True,False,False,False,False,False,False,False,False,"Double Gusset Crossbody Bag - Universal Thread™ Black: Removable Adjustable Strap, Twill | Universal Thread | Target > Clothing, Shoes & Accessories > Accessories > Handbags & Purses > Crossbody & Messenger Bags | Black",0,0.32860085,0.017803198,62,4.960426,6.910199,18.080178263381153
1.0,1,value_mass,1,Shoulder Bags,Woven tote bag; Polyurethane shell; Open main compartment; Magnetic closure; Shoulder straps; Bag structure: Unstructured; Interior features: No Compartments or Pockets; Exterior features: No Compartments or Pockets,Woven Tote Bag - A New Day™ Brown,https://target.scene7.com/is/image/Target/GUEST_bdc10bd0-6ac3-4db0-a5aa-d648bc06d864?wid=1200&hei=1200&qlt=85,"Target > Clothing, Shoes & Accessories > Accessories > Handbags & Purses > Shoulder Bags",USD,2026-02-23T16:45:09.898384,40,https://www.target.com/p/woven-tote-bag-a-new-day/-/A-94810396?preselect=94780355#lnk=sametab,Shoulder Bags | bag / universal | Mid,11.5 Inches (H) x 18 Inches (W) x 4.75 Inches (D),36,4,Brown,Woven Tote Bag - A New Day™ Brown,https://target.scene7.com/is/image/Target/GUEST_bdc10bd0-6ac3-4db0-a5aa-d648bc06d864?wid=1200&hei=1200&qlt=85,https://www.target.com/p/woven-tote-bag-a-new-day/-/A-94810396?preselect=94780355#lnk=sametab,A New Day,94780355,Polyurethane,False,4.0,False,False,Brown,False,,,,,,,,40-70,40.0,Hidden opportunity,1,neutral,True,False,False,False,False,False,False,False,False,False,False,False,"Woven Tote Bag - A New Day™ Brown | A New Day | Target > Clothing, Shoes & Accessories > Accessories > Handbags & Purses > Shoulder Bags | Brown",1,0.22424139,-0.07372835,-1,4.80946,10.395357,2.772588722239781
51.0,1,travel_utility|value_mass,51,Shoulder Bags,Universal Thread tote handbag; Nylon twill material; Zippered pocket; Front pocket; Zip closure; Carrying handle; Bag structure: Unstructured; Interior features: Zip Pocket; Exterior features: Front Pocket,"Essential Zip Tote Handbag - Universal Thread™ Black: Nylon Twill, Unstructured, 18.75"" Width",https://target.scene7.com/is/image/Target/GUEST_5c1563e8-8e54-474a-ba7a-dc5d0fb81e91?wid=1200&hei=1200&qlt=85,"Target > Clothing, Shoes & Accessories > Accessories > Handbags & Purses > Shoulder Bags",USD,2026-02-23T16:44:52.649734,20,https://www.target.com/p/essential-zip-tote-handbag-universal-thread/-/A-91030310?preselect=90780561#lnk=sametab,Shoulder Bags | handbag / universal | Mid,12 Inches (H) x 18.75 Inches (W) x 5.5 Inches (D),48,4.3,Black | Red,"Essential Zip Tote Handbag - Universal Thread™ Black: Nylon Twill, Unstructured, 18.75"" Width",https://target.scene7.com/is/image/Target/GUEST_5c1563e8-8e54-474a-ba7a-dc5d0fb81e91?wid=1200&hei=1200&qlt=85,https://www.target.com/p/essential-zip-tote-handbag-universal-thread/-/A-91030310?preselect=90780561#lnk=sametab,Universal Thread,90780561,Nylon,False,4.3,False,False,Black | Red,False,,,,,,,,20-40,20.0,Proven winner,2,black,True,False,False,False,False,False,False,False,False,False,False,False,"Essential Zip Tote Handbag - Universal Thread™ Black: Nylon Twill, Unstructured, 18.75"" Width | Universal Thread | Target > Clothing, Shoes & Accessories > Accessories > Handbags & Purses > Shoulder Bags | Black | Red",0,0.30307382,0.04984283,65,4.6249294,6.1862006,16.990347989900137
79.0,1,everyday_crossbody|value_mass,79,Crossbody & Messenger Bags,Faux-leather crossbody bag; Features interior pocket; Softside structure; Zipper closure; Chain strap handle; Bag structure: Softside; Interior features: Zip Pocket; Exterior features: No Compartments or Pockets,"Quilted Camera Crossbody Bag - A New Day™ Black: Faux Leather, Chain Strap, Softside, Zip Closure, 22.83"" Strap Length",https://target.scene7.com/is/image/Target/GUEST_3f95ca26-f69c-4b3c-aaa7-c2909dc3b70a?wid=1200&hei=1200&qlt=85,"Target > Clothing, Shoes & Accessories > Accessories > Handbags & Purses > Crossbody & Messenger Bags",USD,2026-02-23T16:44:52.649734,25,https://www.target.com/p/elevated-camera-crossbody-bag-a-new-day/-/A-92710285?preselect=92449937#lnk=sametab,Crossbody & Messenger Bags | bag / crossbody | Mid,4.72 Inches (H) x 7.48 Inches (W) x 1.97 Inches (D),47,4.7,Black,"Quilted Camera Crossbody Bag - A New Day™ Black: Faux Leather, Chain Strap, Softside, Zip Closure, 22.83"" Strap Length",https://target.scene7.com/is/image/Target/GUEST_3f95ca26-f69c-4b3c-aaa7-c2909dc3b70a?wid=1200&hei=1200&qlt=85,https://www.target.com/p/elevated-camera-crossbody-bag-a-new-day/-/A-92710285?preselect=92449937#lnk=sametab,A New Day,92449937,Polyurethane,False,4.7,False,False,Black,False,,,,,,,,20-40,25.0,Proven winner,1,black,False,False,False,True,False,True,True,False,False,False,False,False,"Quilted Camera Crossbody Bag - A New Day™ Black: Faux Leather, Chain Strap, Softside, Zip Closure, 22.83"" Strap Length | A New Day | Target > Clothing, Shoes & Accessories > Accessories > Handbags & Purses > Crossbody & Messenger Bags | Black",0,0.39044768,0.06285558,54,4.797031,7.249787,20.595525182967243
641.0,1,everyday_crossbody|convertible_multiway|festival_outdoor|value_mass,641,Shoulder Bags,"Universal Thread belt bag; Semi-circle shape; Interior and exterior pockets; Zipper closure; Belt-style adjustable, removable strap; Bag structure: Unstructured; Interior features: Zip Pocket; Exterior features: Zip Pocket, Adjustable Shoulder Strap","Belt Crossbody Bag - Universal Thread™ Beige: Cotton Canvas, Adjustable Strap, Solid Pattern, Zip Closure",https://target.scene7.com/is/image/Target/GUEST_fce194cb-e9cc-4eb6-a271-70193a32b3dc?wid=1200&hei=1200&qlt=85,"Target > Clothing, Shoes & Accessories > Accessories > Handbags & Purses > Crossbody & Messenger Bags",USD,2026-02-23T16:44:52.649734,15,https://www.target.com/p/belt-bag-universal-thread/-/A-89489985?preselect=89393333#lnk=sametab,Shoulder Bags | bag / handbag | Mid,6.12 Inches (H) x 10.25 Inches (W) x 3.5 Inches (D),42,4.4,Beige,"Belt Crossbody Bag - Universal Thread™ Beige: Cotton Canvas, Adjustable Strap, Solid Pattern, Zip Closure",https://target.scene7.com/is/image/Target/GUEST_fce194cb-e9cc-4eb6-a271-70193a32b3dc?wid=1200&hei=1200&qlt=85,https://www.target.com/p/belt-bag-universal-thread/-/A-89489985?preselect=89393333#lnk=sametab,Universal Thread,89393333,Cotton,True,4.4,False,False,Beige,False,20,20,,,,,,0-20,15.0,Proven winner,1,neutral,False,False,False,True,False,False,False,False,False,False,False,False,"Belt Crossbody Bag - Universal Thread™ Beige: Cotton Canvas, Adjustable Strap, Solid Pattern, Zip Closure | Universal Thread | Target > Clothing, Shoes & Accessories > Accessories > Handbags & Purses > Crossbody & Messenger Bags | Beige",1,0.25625265,0.09291216,44,5.0964155,9.939365,28.44418853623583
