is_sale,price_current,description,rating_count,segment_label,price_currency,average_rating,review_count,material_text,images_list,subcluster_label,image_url,name,product_id,dimensions,title,product_url,subcluster,mission_tags,category_breadcrumb,scrape_date,brand,color_options,image_count,url,rating,best_seller,is_new,colors,in_stock,price_original,price_regular,sku,care_instructions,availability_text,sold_shipped_by,promo_excluded,price_band,price_numeric,rating_quadrant,color_count,color_family,kw_tote,kw_clutch,kw_backpack,kw_crossbody,kw_convertible,kw_quilted,kw_faux_leather,kw_laptop,kw_organizer,kw_mini,kw_drawstring,is_clearance,style_text,cluster_kmeans,pca_x,pca_y,cluster_hdbscan,umap_x,umap_y,score_weight
False,25,Faux-leather crossbody bag; Features interior pocket; Softside structure; Zipper closure; Chain strap handle; Bag structure: Softside; Interior features: Zip Pocket; Exterior features: No Compartments or Pockets,79.0,Crossbody & Messenger Bags,USD,4.7,79,Polyurethane,https://target.scene7.com/is/image/Target/GUEST_3f95ca26-f69c-4b3c-aaa7-c2909dc3b70a?wid=1200&hei=1200&qlt=85,Crossbody & Messenger Bags | bag / crossbody | Mid,https://target.scene7.com/is/image/Target/GUEST_3f95ca26-f69c-4b3c-aaa7-c2909dc3b70a?wid=1200&hei=1200&qlt=85,"Quilted Camera Crossbody Bag - A New Day™ Black: Faux Leather, Chain Strap, Softside, Zip Closure, 22.83"" Strap Length",92449937,4.72 Inches (H) x 7.48 Inches (W) x 1.97 Inches (D),"Quilted Camera Crossbody Bag - A New Day™ Black: Faux Leather, Chain Strap, Softside, Zip Closure, 22.83"" Strap Length",https://www.target.com/p/elevated-camera-crossbody-bag-a-new-day/-/A-92710285?preselect=92449937#lnk=sametab,47,everyday_crossbody|value_mass,"Target > Clothing, Shoes & Accessories > Accessories > Handbags & Purses > Crossbody & Messenger Bags",2026-02-23T16:44:52.649734,A New Day,Black,1,https://www.target.com/p/elevated-camera-crossbody-bag-a-new-day/-/A-92710285?preselect=92449937#lnk=sametab,4.7,False,False,Black,False,,,,,,,,20-40,25.0,Proven winner,1,black,False,False,False,True,False,True,True,False,False,False,False,False,"Quilted Camera Crossbody Bag - A New Day™ Black: Faux Leather, Chain Strap, Softside, Zip Closure, 22.83"" Strap Length | A New Day | Target > Clothing, Shoes & Accessories > Accessories > Handbags & Purses > Crossbody & Messenger Bags | Black",0,0.39044768,0.06285558,54,4.797031,7.249787,20.595525182967243
True,15,"Universal Thread belt bag; Semi-circle shape; Interior and exterior pockets; Zipper closure; Belt-style adjustable, removable strap; Bag structure: Unstructured; Interior features: Zip Pocket; Exterior features: Zip Pocket, Adjustable Shoulder Strap",641.0,Shoulder Bags,USD,4.4,641,Cotton,https://target.scene7.com/is/image/Target/GUEST_fce194cb-e9cc-4eb6-a271-70193a32b3dc?wid=1200&hei=1200&qlt=85,Shoulder Bags | bag / handbag | Mid,https://target.scene7.com/is/image/Target/GUEST_fce194cb-e9cc-4eb6-a271-70193a32b3dc?wid=1200&hei=1200&qlt=85,"Belt Crossbody Bag - Universal Thread™ Beige: Cotton Canvas, Adjustable Strap, Solid Pattern, Zip Closure",89393333,6.12 Inches (H) x 10.25 Inches (W) x 3.5 Inches (D),"Belt Crossbody Bag - Universal Thread™ Beige: Cotton Canvas, Adjustable Strap, Solid Pattern, Zip Closure",https://www.target.com/p/belt-bag-universal-thread/-/A-89489985?preselect=89393333#lnk=sametab,42,everyday_crossbody|convertible_multiway|festival_outdoor|value_mass,"Target > Clothing, Shoes & Accessories > Accessories > Handbags & Purses > Crossbody & Messenger Bags",2026-02-23T16:44:52.649734,Universal Thread,Beige,1,https://www.target.com/p/belt-bag-universal-thread/-/A-89489985?preselect=89393333#lnk=sametab,4.4,False,False,Beige,False,20,20,,,,,,0-20,15.0,Proven winner,1,neutral,False,False,False,True,False,False,False,False,False,False,False,False,"Belt Crossbody Bag - Universal Thread™ Beige: Cotton Canvas, Adjustable Strap, Solid Pattern, Zip Closure | Universal Thread | Target > Clothing, Shoes & Accessories > Accessories > Handbags & Purses > Crossbody & Messenger Bags | Beige",1,0.25625265,0.09291216,44,5.0964155,9.939365,28.44418853623583
False,20,"Universal Thread tote handbag; Double handles; Zipper closure; Adjustable, detachable straps; Bag structure: Unstructured; Interior features: No Compartments or Pockets; Exterior features: Adjustable Shoulder Strap, Detachable Straps",190.0,Shoulder Bags,USD,4.6,190,Polyester,https://target.scene7.com/is/image/Target/GUEST_e067c89a-b6c7-4108-a35e-81010635beab?wid=1200&hei=1200&qlt=85,Shoulder Bags | bag / handbag | Mid,https://target.scene7.com/is/image/Target/GUEST_e067c89a-b6c7-4108-a35e-81010635beab?wid=1200&hei=1200&qlt=85,Foundational Mini Tote Handbag - Universal Thread™ Cream/Clear,93719956,5.5 Inches (H) x 9.5 Inches (W) x 3.75 Inches (D),Foundational Mini Tote Handbag - Universal Thread™ Cream/Clear,https://www.target.com/p/foundational-mini-tote-handbag-universal-thread/-/A-92750862?preselect=93719956#lnk=sametab,42,micro_mini_impulse|convertible_multiway|value_mass,"Target > Clothing, Shoes & Accessories > Accessories > Handbags & Purses > Shoulder Bags",2026-02-23T16:44:52.649734,Universal Thread,Cream | Clear,1,https://www.target.com/p/foundational-mini-tote-handbag-universal-thread/-/A-92750862?preselect=93719956#lnk=sametab,4.6,False,False,Cream | Clear,False,,,,,,,,20-40,20.0,Proven winner,2,neutral,True,False,False,False,False,False,False,False,False,True,False,False,"Foundational Mini Tote Handbag - Universal Thread™ Cream/Clear | Universal Thread | Target > Clothing, Shoes & Accessories > Accessories > Handbags & Purses > Shoulder Bags | Cream | Clear",1,0.15982254,0.015356398,-1,5.9460654,9.363208,24.160457769014496
False,35,"Universal Thread crossbody tote handbag; Straw paper shell; Crochet exterior with side fringes; Spacious main compartment with magnetic closure; Double handles; Detachable and adjustable strap; Forest Stewardship Council Certified; Bag structure: Unstructured; Interior features: No Compartments or Pockets; Exterior features: Detachable Straps, Adjustable Strap",0.0,Shoulder Bags,USD,0,0,Paper,https://target.scene7.com/is/image/Target/GUEST_bf7ac9ae-3e4e-4943-bb5c-b72ce6d0cefe?wid=1200&hei=1200&qlt=85,Shoulder Bags | bag / handbag | Mid,https://target.scene7.com/is/image/Target/GUEST_bf7ac9ae-3e4e-4943-bb5c-b72ce6d0cefe?wid=1200&hei=1200&qlt=85,Straw Fringe Small Detachable Strap Crossbody Tote Handbag - Universal Thread™ Natural,94742414,8 Inches (H) x 10.25 Inches (W) x 3.25 Inches (D),Straw Fringe Small Detachable Strap Crossbody Tote Handbag - Universal Thread™ Natural,https://www.target.com/p/straw-fringe-small-detachable-strap-crossbody-tote-handbag-universal-thread-8482-natural/-/A-94742414#lnk=sametab,42,eco_conscious|convertible_multiway|festival_outdoor|value_mass,"Target > Clothing, Shoes & Accessories > Accessories > Handbags & Purses > Crossbody & Messenger Bags",2026-02-23T16:44:52.649734,Universal Thread,Natural,1,https://www.target.com/p/straw-fringe-small-detachable-strap-crossbody-tote-handbag-universal-thread-8482-natural/-/A-94742414#lnk=sametab,0.0,False,False,Natural,False,,,,,,,,20-40,35.0,Weak,1,unknown,True,False,False,True,False,False,False,False,False,False,False,False,"Straw Fringe Small Detachable Strap Crossbody Tote Handbag - Universal Thread™ Natural | Universal Thread | Target > Clothing, Shoes & Accessories > Accessories > Handbags & Purses > Crossbody & Messenger Bags | Natural",1,0.26373363,0.103542246,55,6.1363726,10.57189,0.0
False,30,Universal Thread medium satchel handbag; Polyurethane shell; Zippered main compartment; Zippered interior pocket; Detachable and adjustable shoulder strap; Double shoulder handles; Sport cord accent with carabiner hook; Bag structure: Structured; Interior features: Zip Pocket; Exterior features: No Compartments or Pockets,3.0,Shoulder Bags,USD,3.3,3,Polyurethane,https://target.scene7.com/is/image/Target/GUEST_8f2f106b-02bd-4986-9f4d-0a9d0eadff8c?wid=1200&hei=1200&qlt=85,Shoulder Bags | handbag / universal | Mid,https://target.scene7.com/is/image/Target/GUEST_8f2f106b-02bd-4986-9f4d-0a9d0eadff8c?wid=1200&hei=1200&qlt=85,Sport Cord Medium Satchel Handbag - Universal Thread™ Black,94780204,9.05 Inches (H) x 3.93 Inches (W) x 13.38 Inches (D),Sport Cord Medium Satchel Handbag - Universal Thread™ Black,https://www.target.com/p/sport-cord-medium-satchel-handbag-universal-thread/-/A-94810391?preselect=94780204#lnk=sametab,48,convertible_multiway|everyday_crossbody|value_mass,"Target > Clothing, Shoes & Accessories > Accessories > Handbags & Purses > Satchels",2026-02-23T16:44:52.649734,Universal Thread,Black,1,https://www.target.com/p/sport-cord-medium-satchel-handbag-universal-thread/-/A-94810391?preselect=94780204#lnk=sametab,3.3,False,False,Black,False,,,,,,,,20-40,30.0,Weak,1,black,False,False,False,False,False,False,False,False,False,False,False,False,"Sport Cord Medium Satchel Handbag - Universal Thread™ Black | Universal Thread | Target > Clothing, Shoes & Accessories > Accessories > Handbags & Purses > Satchels | Black",0,0.32028463,0.069559395,-1,4.5216722,6.3092504,4.574771391695639
False,35,"Universal Thread carry-all tote handbag; 100% recycled nylon shell; Zippered main compartment; Interior zippered pocket and sleeves; Double handle; Bag structure: Unstructured; Interior features: Accessories Pocket, Zip Pocket; Exterior features: No Compartments or Pockets",2.0,Shoulder Bags,USD,4.5,2,Polyurethane,https://target.scene7.com/is/image/Target/GUEST_2883457b-526b-4aa5-8e6a-27d5d07ee00e?wid=1200&hei=1200&qlt=85,Shoulder Bags | handbag / universal | Mid,https://target.scene7.com/is/image/Target/GUEST_2883457b-526b-4aa5-8e6a-27d5d07ee00e?wid=1200&hei=1200&qlt=85,Nylon Carry-All Tote Handbag - Universal Thread™ Black,94780224,11.5 Inches (H) x 18 Inches (W) x 6 Inches (D),Nylon Carry-All Tote Handbag - Universal Thread™ Black,https://www.target.com/p/nylon-carry-all-tote-handbag-universal-thread/-/A-95144170?preselect=94780224#lnk=sametab,48,travel_utility|eco_conscious|value_mass,"Target > Clothing, Shoes & Accessories > Accessories > Handbags & Purses > Shoulder Bags",2026-02-23T16:44:52.649734,Universal Thread,Black,1,https://www.target.com/p/nylon-carry-all-tote-handbag-universal-thread/-/A-95144170?preselect=94780224#lnk=sametab,4.5,False,False,Black,False,,,,,,,,20-40,35.0,Hidden opportunity,1,black,True,False,False,False,False,False,False,False,False,False,False,False,"Nylon Carry-All Tote Handbag - Universal Thread™ Black | Universal Thread | Target > Clothing, Shoes & Accessories > Accessories > Handbags & Purses > Shoulder Bags | Black",0,0.30953145,-0.034259938,65,4.663642,6.153093,4.943755299006494
False,25,Universal Thread small satchel handbag; Recycled polyester and polyurethane shell; Zippered main compartment; Zippered interior pocket; Detachable and adjustable shoulder strap; Double shoulder handles; Decorative faux-leather fob; Bag structure: Structured; Interior features: Zip Pocket; Exterior features: No Compartments or Pockets,3.0,Shoulder Bags,USD,5,3,Polyurethane,https://target.scene7.com/is/image/Target/GUEST_5dd1bdc5-9a51-4f53-96d6-12000554dee9?wid=1200&hei=1200&qlt=85,Shoulder Bags | bag / handbag | Mid,https://target.scene7.com/is/image/Target/GUEST_5dd1bdc5-9a51-4f53-96d6-12000554dee9?wid=1200&hei=1200&qlt=85,Small Satchel Handbag - Universal Thread™ Brown,94780207,5.9 Inches (H) x 2.75 Inches (W) x 10 Inches (D),Small Satchel Handbag - Universal Thread™ Brown,https://www.target.com/p/small-satchel-handbag-universal-thread/-/A-94810388?preselect=94780207#lnk=sametab,42,eco_conscious|convertible_multiway|value_mass,"Target > Clothing, Shoes & Accessories > Accessories > Handbags & Purses > Satchels",2026-02-23T16:44:52.649734,Universal Thread,Brown,1,https://www.target.com/p/small-satchel-handbag-universal-thread/-/A-94810388?preselect=94780207#lnk=sametab,5.0,False,False,Brown,False,,,,,,,,20-40,25.0,Hidden opportunity,1,neutral,False,False,False,False,False,False,False,False,False,False,False,False,"Small Satchel Handbag - Universal Thread™ Brown | Universal Thread | Target > Clothing, Shoes & Accessories > Accessories > Handbags & Purses > Satchels | Brown",1,0.2758571,0.09082434,57,4.377386,10.683827,6.931471805599453
False,20,Gathered pochette handbag; Polyester shell; Open main compartment; Detachable and adjustable strap; Double strap handles; Metallic linked chain accent with ring; Bag structure: Structured; Interior features: No Compartments or Pockets; Exterior features: No Compartments or Pockets,4.0,Shoulder Bags,USD,4.8,4,Polyester,https://target.scene7.com/is/image/Target/GUEST_0dcd75d2-bcdd-4852-9694-0daefa3a9c7b?wid=1200&hei=1200&qlt=85,Shoulder Bags | bag / handbag | Mid,https://target.scene7.com/is/image/Target/GUEST_0dcd75d2-bcdd-4852-9694-0daefa3a9c7b?wid=1200&hei=1200&qlt=85,Gathered Pochette Handbag - A New Day™ Light Brown,94780345,13.5 Inches (H) x 8 Inches (W) x 5 Inches (D),Gathered Pochette Handbag - A New Day™ Light Brown,https://www.target.com/p/gathered-pochette-handbag-a-new-day/-/A-94810400?preselect=94780345#lnk=sametab,42,occasion_glam|convertible_multiway|value_mass,"Target > Clothing, Shoes & Accessories > Accessories > Handbags & Purses > Clutches",2026-02-23T16:44:52.649734,A New Day,Brown | Red,1,https://www.target.com/p/gathered-pochette-handbag-a-new-day/-/A-94810400?preselect=94780345#lnk=sametab,4.8,False,False,Brown | Red,False,,,,,,,,20-40,20.0,Hidden opportunity,2,neutral,False,False,False,False,False,False,False,False,False,False,False,False,"Gathered Pochette Handbag - A New Day™ Light Brown | A New Day | Target > Clothing, Shoes & Accessories > Accessories > Handbags & Purses > Clutches | Brown | Red",1,0.21601158,0.06412193,50,4.7057147,10.200368,7.725301979683681
False,20,"Universal Thread crossbody bag; Straw detailing; Interior zip pocket; Zipper closure; Adjustable strap; Bag structure: Structured; Interior features: Zip Pocket; Exterior features: No Compartments or Pockets, Detachable Straps",121.0,Crossbody & Messenger Bags,USD,4.8,121,Polyethylene,https://target.scene7.com/is/image/Target/GUEST_0ac25fbe-89f5-4aca-9347-9bbbf6330563?wid=1200&hei=1200&qlt=85,Crossbody & Messenger Bags | bag / crossbody | Mid,https://target.scene7.com/is/image/Target/GUEST_0ac25fbe-89f5-4aca-9347-9bbbf6330563?wid=1200&hei=1200&qlt=85,Straw Detail Belt Crossbody Bag - Universal Thread™ Black,89956736,5.12 Inches (H) x 9.45 Inches (W) x 3.94 Inches (D),Straw Detail Belt Crossbody Bag - Universal Thread™ Black,https://www.target.com/p/straw-detail-belt-crossbody-bag-universal-thread/-/A-94741230?preselect=89956736#lnk=sametab,47,everyday_crossbody|festival_outdoor|convertible_multiway|value_mass,"Target > Clothing, Shoes & Accessories > Accessories > Handbags & Purses > Crossbody & Messenger Bags",2026-02-23T16:44:52.649734,Universal Thread,Black,1,https://www.target.com/p/straw-detail-belt-crossbody-bag-universal-thread/-/A-94741230?preselect=89956736#lnk=sametab,4.8,False,False,Black,False,,,,,,,,20-40,20.0,Proven winner,1,black,False,False,False,True,False,False,False,False,False,False,False,False,"Straw Detail Belt Crossbody Bag - Universal Thread™ Black | Universal Thread | Target > Clothing, Shoes & Accessories > Accessories > Handbags & Purses > Crossbody & Messenger Bags | Black",0,0.29722258,0.09981083,62,5.0761666,7.0044084,23.059301014719633
False,25,Boxy barrel shoulder bag; Straw paper shell; Crochet exterior; Zippered main compartment; Adjustable shoulder strap; Forest Stewardship Council Certified; Bag structure: Unstructured; Interior features: No Compartments or Pockets; Exterior features: Adjustable Shoulder Strap,0.0,Shoulder Bags,USD,0,0,Paper,https://target.scene7.com/is/image/Target/GUEST_c9376eb5-98d0-4804-af9d-101bd0195df9?wid=1200&hei=1200&qlt=85,Shoulder Bags | bag / handbag | Mid,https://target.scene7.com/is/image/Target/GUEST_c9376eb5-98d0-4804-af9d-101bd0195df9?wid=1200&hei=1200&qlt=85,Straw Mini Boxy Barrel Shoulder Bag - A New Day™ Natural,94742369,4.25 Inches (H) x 8 Inches (W) x 3.5 Inches (D),Straw Mini Boxy Barrel Shoulder Bag - A New Day™ Natural,https://www.target.com/p/straw-mini-boxy-barrel-shoulder-bag-a-new-day-8482-natural/-/A-94742369#lnk=sametab,42,micro_mini_impulse|eco_conscious|value_mass,"Target > Clothing, Shoes & Accessories > Accessories > Handbags & Purses > Shoulder Bags",2026-02-23T16:44:52.649734,A New Day,Natural,1,https://www.target.com/p/straw-mini-boxy-barrel-shoulder-bag-a-new-day-8482-natural/-/A-94742369#lnk=sametab,0.0,False,False,Natural,False,,,,,,,,20-40,25.0,Weak,1,unknown,False,False,False,False,False,False,False,False,False,True,False,False,"Straw Mini Boxy Barrel Shoulder Bag - A New Day™ Natural | A New Day | Target > Clothing, Shoes & Accessories > Accessories > Handbags & Purses > Shoulder Bags | Natural",1,0.16507708,-0.008741241,55,5.7476487,10.686319,0.0
False,18,Camera bag; Crossbody style; Interior and exterior pockets; Fold-over top and zipper closure; Adjustable strap; Bag structure: Fold Over Top; Interior features: Zip Pocket; Exterior features: Front Pocket,126.0,Crossbody & Messenger Bags,USD,4.7,126,100% Recycled Polyester,https://target.scene7.com/is/image/Target/GUEST_1e398e04-890d-4b92-b96f-a6a023323a9b?wid=1200&hei=1200&qlt=85,Crossbody & Messenger Bags | bag / crossbody | Mid,https://target.scene7.com/is/image/Target/GUEST_1e398e04-890d-4b92-b96f-a6a023323a9b?wid=1200&hei=1200&qlt=85,"Camera Crossbody Bag - Wild Fable™ Black: Adjustable Strap, Solid Pattern, Zip Closure",90777938,5.5 Inches (H) x 8.25 Inches (W) x 3.75 Inches (D),"Camera Crossbody Bag - Wild Fable™ Black: Adjustable Strap, Solid Pattern, Zip Closure",https://www.target.com/p/camera-crossbody-bag-wild-fable/-/A-91029296?preselect=90777938#lnk=sametab,47,everyday_crossbody|eco_conscious|value_mass,"Target > Clothing, Shoes & Accessories > Accessories > Handbags & Purses > Crossbody & Messenger Bags",2026-02-23T16:44:52.649734,Wild Fable,Black,1,https://www.target.com/p/camera-crossbody-bag-wild-fable/-/A-91029296?preselect=90777938#lnk=sametab,4.7,False,False,Black,False,,,,,,,,0-20,18.0,Proven winner,1,black,False,False,False,True,False,False,False,False,False,False,False,False,"Camera Crossbody Bag - Wild Fable™ Black: Adjustable Strap, Solid Pattern, Zip Closure | Wild Fable | Target > Clothing, Shoes & Accessories > Accessories > Handbags & Purses > Crossbody & Messenger Bags | Black",0,0.3117955,0.0134295495,63,4.853805,7.087942,22.76767930635538
False,25,Lightweight shoulder bag; Made with canvas fabric; Interior pocket; Flap closure; Adjustable strap; Bag structure: Lightweight; Interior features: Zip Pocket; Exterior features: Adjustable Shoulder Strap,34.0,Crossbody & Messenger Bags,USD,4.5,34,Polyurethane,https://target.scene7.com/is/image/Target/GUEST_4a94a143-9c47-4c8f-a14f-3a31d27fcbee?wid=1200&hei=1200&qlt=85,Crossbody & Messenger Bags | bag / crossbody | Mid,https://target.scene7.com/is/image/Target/GUEST_4a94a143-9c47-4c8f-a14f-3a31d27fcbee?wid=1200&hei=1200&qlt=85,"Flap Shoulder Bag - A New Day™ Black: Shell, Adjustable Strap, Lightweight Design",92449952,7.5 Inches (H) x 9.5 Inches (W) x 2.5 Inches (D),"Flap Shoulder Bag - A New Day™ Black: Shell, Adjustable Strap, Lightweight Design",https://www.target.com/p/flap-shoulder-bag-a-new-day/-/A-92710288?preselect=92449952#lnk=sametab,47,everyday_crossbody|value_mass,"Target > Clothing, Shoes & Accessories > Accessories > Handbags & Purses > Shoulder Bags",2026-02-23T16:44:52.649734,A New Day,Black,1,https://www.target.com/p/flap-shoulder-bag-a-new-day/-/A-92710288?preselect=92449952#lnk=sametab,4.5,False,False,Black,False,,,,,,,,20-40,25.0,Proven winner,1,black,False,False,False,False,False,False,False,False,False,False,False,False,"Flap Shoulder Bag - A New Day™ Black: Shell, Adjustable Strap, Lightweight Design | A New Day | Target > Clothing, Shoes & Accessories > Accessories > Handbags & Purses > Shoulder Bags | Black",0,0.24474321,-0.06784375,58,4.022976,7.069704,15.999066276702361
False,18,Flap sling crossbody bag; Clear design with black strap and edging; Features exterior pocket; Adjustable strap and loop handle; Zipper closure; Bag structure: Lightweight; Interior features: No Compartments or Pockets; Exterior features: Zip Pocket,128.0,Crossbody & Messenger Bags,USD,4.7,128,TPU (Thermoplastic Polyurethane),https://target.scene7.com/is/image/Target/GUEST_7239a67c-f0cf-4d0a-8e08-6fe3cfba9905?wid=1200&hei=1200&qlt=85,Crossbody & Messenger Bags | bag / crossbody | Mid,https://target.scene7.com/is/image/Target/GUEST_7239a67c-f0cf-4d0a-8e08-6fe3cfba9905?wid=1200&hei=1200&qlt=85,"Flap Sling Crossbody Bag - Wild Fable™ Clear: Lightweight TPU Handbag with Adjustable Strap, Zip Closure, 26"" Max Length",90251889,12.25 Inches (H) x 7 Inches (W) x 3.75 Inches (D),"Flap Sling Crossbody Bag - Wild Fable™ Clear: Lightweight TPU Handbag with Adjustable Strap, Zip Closure, 26"" Max Length",https://www.target.com/p/flap-sling-crossbody-bag-wild-fable-8482-clear/-/A-90251889#lnk=sametab,47,festival_outdoor|everyday_crossbody|value_mass,"Target > Clothing, Shoes & Accessories > Accessories > Handbags & Purses > Crossbody & Messenger Bags",2026-02-23T16:44:52.649734,Wild Fable,Clear,1,https://www.target.com/p/flap-sling-crossbody-bag-wild-fable-8482-clear/-/A-90251889#lnk=sametab,4.7,False,False,Clear,False,,,,,,,,0-20,18.0,Proven winner,1,unknown,False,False,False,True,False,False,False,False,False,False,False,False,"Flap Sling Crossbody Bag - Wild Fable™ Clear: Lightweight TPU Handbag with Adjustable Strap, Zip Closure, 26"" Max Length | Wild Fable | Target > Clothing, Shoes & Accessories > Accessories > Handbags & Purses > Crossbody & Messenger Bags | Clear",1,0.21666473,0.076120876,51,5.691174,8.260159,22.841118300499858
False,25,Frame satchel handbag; Polyurethane shell; Snake print in brown; Spacious main compartment; Cinched closure; Double handle; Bag structure: Unstructured; Interior features: No Compartments or Pockets; Exterior features: No Compartments or Pockets,0.0,Shoulder Bags,USD,0,0,Polyurethane,https://target.scene7.com/is/image/Target/GUEST_db58e4d2-ec00-4e59-97fd-11ed969ef0ca?wid=1200&hei=1200&qlt=85,Shoulder Bags | bag / handbag | Mid,https://target.scene7.com/is/image/Target/GUEST_db58e4d2-ec00-4e59-97fd-11ed969ef0ca?wid=1200&hei=1200&qlt=85,Snake Print Frame Satchel Handbag - A New Day™ Brown,94780350,8.75 Inches (H) x 6.75 Inches (W) x 3.25 Inches (D),Snake Print Frame Satchel Handbag - A New Day™ Brown,https://www.target.com/p/snake-print-frame-satchel-handbag-a-new-day-8482-brown/-/A-94780350#lnk=sametab,42,statement_fashion|value_mass,"Target > Clothing, Shoes & Accessories > Accessories > Handbags & Purses > Satchels",2026-02-23T16:44:52.649734,A New Day,Brown,1,https://www.target.com/p/snake-print-frame-satchel-handbag-a-new-day-8482-brown/-/A-94780350#lnk=sametab,0.0,False,False,Brown,False,,,,,,,,20-40,25.0,Weak,1,neutral,False,False,False,False,False,False,False,False,False,False,False,False,"Snake Print Frame Satchel Handbag - A New Day™ Brown | A New Day | Target > Clothing, Shoes & Accessories > Accessories > Handbags & Purses > Satchels | Brown",1,0.33322078,0.10569185,-1,4.492623,10.461975,0.0
False,35,Winged tote bag in black; Made from polyurethane; Interior accessories pocket; Magnetic closure; Double handle; Bag structure: Unstructured; Interior features: Accessories Pocket; Exterior features: No Compartments or Pockets,1.0,Crossbody & Messenger Bags,USD,5,1,Polyurethane,https://target.scene7.com/is/image/Target/GUEST_c79d3048-e24c-44fb-9fa3-63e2aa9e47b2?wid=1200&hei=1200&qlt=85,Crossbody & Messenger Bags | bag / crossbody | Mid,https://target.scene7.com/is/image/Target/GUEST_c79d3048-e24c-44fb-9fa3-63e2aa9e47b2?wid=1200&hei=1200&qlt=85,Winged Tote Bag - A New Day™ Black,94780328,11.5 Inches (H) x 21.5 Inches (W) x 7.25 Inches (D),Winged Tote Bag - A New Day™ Black,https://www.target.com/p/winged-tote-bag-a-new-day-8482-black/-/A-94780328#lnk=sametab,47,value_mass|minimal_modern,"Target > Clothing, Shoes & Accessories > Accessories > Handbags & Purses > Shoulder Bags",2026-02-23T16:44:52.649734,A New Day,Black,1,https://www.target.com/p/winged-tote-bag-a-new-day-8482-black/-/A-94780328#lnk=sametab,5.0,False,False,Black,False,,,,,,,,20-40,35.0,Hidden opportunity,1,black,True,False,False,False,False,False,False,False,False,False,False,False,"Winged Tote Bag - A New Day™ Black | A New Day | Target > Clothing, Shoes & Accessories > Accessories > Handbags & Purses > Shoulder Bags | Black",0,0.21616691,-0.18147145,-1,4.011138,5.9472933,3.4657359027997265
False,25,Frame satchel handbag in off-white; Polyurethane shell; Raised flowers applique; Spacious main compartment; Cinched closure; Double handle; Bag structure: Unstructured; Interior features: No Compartments or Pockets; Exterior features: No Compartments or Pockets,3.0,Shoulder Bags,USD,4,3,Polyurethane,https://target.scene7.com/is/image/Target/GUEST_e469df6e-72d3-4257-b3f2-a61c984c28c6?wid=1200&hei=1200&qlt=85,Shoulder Bags | bag / handbag | Mid,https://target.scene7.com/is/image/Target/GUEST_e469df6e-72d3-4257-b3f2-a61c984c28c6?wid=1200&hei=1200&qlt=85,Flower Frame Satchel Handbag - A New Day™ White,94780338,8.75 Inches (H) x 6.75 Inches (W) x 3.25 Inches (D),Flower Frame Satchel Handbag - A New Day™ White,https://www.target.com/p/flower-frame-satchel-handbag-a-new-day-8482-white/-/A-94780338#lnk=sametab,42,occasion_glam|value_mass,"Target > Clothing, Shoes & Accessories > Accessories > Handbags & Purses > Satchels",2026-02-23T16:44:52.649734,A New Day,White,1,https://www.target.com/p/flower-frame-satchel-handbag-a-new-day-8482-white/-/A-94780338#lnk=sametab,4.0,False,False,White,False,,,,,,,,20-40,25.0,Hidden opportunity,1,neutral,False,False,False,False,False,False,False,False,False,False,False,False,"Flower Frame Satchel Handbag - A New Day™ White | A New Day | Target > Clothing, Shoes & Accessories > Accessories > Handbags & Purses > Satchels | White",1,0.16333495,0.045008022,-1,5.886381,9.104719,5.545177444479562
False,25,Clear acrylic crossbody bag; Golden frame and accents; 22.83in chain strap handle; Single compartment; Snap closure; Bag structure: Structured; Interior features: No Compartments or Pockets; Exterior features: No Compartments or Pockets,13.0,Crossbody & Messenger Bags,USD,3.9,13,Acrylic,https://target.scene7.com/is/image/Target/GUEST_fda50f16-1f2b-4b8f-b490-bed116f27c42?wid=1200&hei=1200&qlt=85,Crossbody & Messenger Bags | bag / crossbody | Mid,https://target.scene7.com/is/image/Target/GUEST_fda50f16-1f2b-4b8f-b490-bed116f27c42?wid=1200&hei=1200&qlt=85,Clear Minaudiere Crossbody Bag - A New Day™,94270080,4.33 Inches (H) x 7.08 Inches (W) x 1.97 Inches (D),Clear Minaudiere Crossbody Bag - A New Day™,https://www.target.com/p/clear-minaudiere-crossbody-bag-a-new-day-8482/-/A-94270080#lnk=sametab,47,occasion_glam|value_mass,"Target > Clothing, Shoes & Accessories > Accessories > Handbags & Purses > Crossbody & Messenger Bags",2026-02-23T16:44:52.649734,A New Day,Clear,1,https://www.target.com/p/clear-minaudiere-crossbody-bag-a-new-day-8482/-/A-94270080#lnk=sametab,3.9,False,False,Clear,False,,,,,,,,20-40,25.0,Market mismatch,1,unknown,False,False,False,True,False,False,False,False,False,False,False,False,"Clear Minaudiere Crossbody Bag - A New Day™ | A New Day | Target > Clothing, Shoes & Accessories > Accessories > Handbags & Purses > Crossbody & Messenger Bags | Clear",1,0.15308438,-0.00034184815,51,5.615685,8.329598,10.292323585499508
