brand,color_count,description,dimensions,discount_percent,image_url,is_on_sale,leaf_category,material_text,mission_tags,name,original_price,price,product_id,product_name,product_url,rating,review_count,source,subcluster,timestamp,price_current,is_sale,text_raw,text_clean,silhouette,material,subcluster_score,segment_label
Universal Thread,,Universal Thread mini handbag in brown; Slouchy design; Polyester shell; Magnetic closure main compartment; Removable chain; Top carrying handle; Bag structure: Miniature; Interior features: No Compartments or Pockets; Exterior features: No Compartments or Pockets,5.33 Inches (H) x 9.25 Inches (W) x 3 Inches (D),0.0,https://target.scene7.com/is/image/Target/GUEST_1205b8b2-8153-43fa-bbb1-bf16b6a2afba?wid=1200&hei=1200&qlt=85,False,Mini Bags,Polyester,,Mini Slouchy Chain Handbag - Universal Thread™ Brown,,30.0,94969933,Mini Slouchy Chain Handbag - Universal Thread™ Brown,https://www.target.com/p/mini-slouchy-chain-handbag-universal-thread-8482-brown/-/A-94969933#lnk=sametab,3.9,8,target,0,2026-02-23T16:44:52.646741,30.0,False,Mini Slouchy Chain Handbag - Universal Thread™ Brown Mini Bags Polyester Universal Thread mini handbag in brown; Slouchy design; Polyester shell; Magnetic closure main compartment; Removable chain; Top carrying handle; Bag structure: Miniature; Interior features: No Compartments or Pockets; Exterior features: No Compartments or Pockets,mini slouchy chain universal thread brown mini polyester universal thread mini brown slouchy design polyester shell magnetic main compartment removable chain top carrying handle structure miniature interior exterior,mini,unknown,,mini – small group – Mid
A New Day,2.0,XL straw tote bag; Open design; Double handles; Unstructured; Forest Stewardship Council Certified; Bag structure: Unstructured; Interior features: No Compartments or Pockets; Exterior features: No Compartments or Pockets,13.39 Inches (H) x 16.93 Inches (W) x 7.09 Inches (D),0.0,https://target.scene7.com/is/image/Target/GUEST_d43b2e33-d6fe-4ea1-9d55-a682e79d44a8?wid=1200&hei=1200&qlt=85,False,Shoulder Bags,Paper,,Straw XL Tote Bag - A New Day™ Natural,,40.0,94742376,Straw XL Tote Bag - A New Day™ Natural,https://www.target.com/p/straw-xl-tote-bag-a-new-day/-/A-94781669?preselect=94742376#lnk=sametab,2.0,1,target,1,2026-02-23T16:44:52.646741,40.0,False,Straw XL Tote Bag - A New Day™ Natural Shoulder Bags Paper XL straw tote bag; Open design; Double handles; Unstructured; Forest Stewardship Council Certified; Bag structure: Unstructured; Interior features: No Compartments or Pockets; Exterior features: No Compartments or Pockets,straw tote new day natural shoulder paper straw tote open design double handles unstructured forest stewardship council certified structure unstructured interior exterior,tote,straw,-0.011392759094398826,tote – unknown | universal thread / interior exterior | Mid
Wild Fable,,Hobo bag with single strap handle; Boxed puffer design; Lightweight construction; Zippered compartment; Inner zip-up pocket; Recycled polyester; Bag structure: Softside; Interior features: Zip Pocket; Exterior features: No Compartments or Pockets,14 Inches (H) x 6.5 Inches (W) x 17 Inches (D),0.0,https://target.scene7.com/is/image/Target/GUEST_619f0e09-74a5-4410-9842-9e591590a50a?wid=1200&hei=1200&qlt=85,False,Shoulder Bags,100% Recycled Polyester,,Floral Print Puffer Hobo Shoulder Bag - Wild Fable™ Pink,,30.0,94780226,Floral Print Puffer Hobo Shoulder Bag - Wild Fable™ Pink,https://www.target.com/p/floral-print-puffer-hobo-shoulder-bag-wild-fable-8482-pink/-/A-94780226#lnk=sametab,4.7,9,target,2,2026-02-23T16:44:52.646741,30.0,False,Floral Print Puffer Hobo Shoulder Bag - Wild Fable™ Pink Shoulder Bags 100% Recycled Polyester Hobo bag with single strap handle; Boxed puffer design; Lightweight construction; Zippered compartment; Inner zip-up pocket; Recycled polyester; Bag structure: Softside; Interior features: Zip Pocket; Exterior features: No Compartments or Pockets,floral print puffer hobo shoulder pink shoulder 100 recycled polyester hobo single handle boxed puffer design lightweight construction zippered compartment inner recycled polyester structure softside interior exterior,shoulder,recycled,0.02078770549093766,shoulder – recycled | recycled polyester / 100 recycled polyester | Mid
A New Day,,Straw crossbody bag; Cane design; White trim detailing; Polyethylene shell; Spacious main compartment; Popper flap with magnetic closure; Shoulder strap; Bag structure: Structured; Interior features: No Compartments or Pockets; Exterior features: No Compartments or Pockets,5 Inches (H) x 8.5 Inches (W) x 2.75 Inches (D),0.0,https://target.scene7.com/is/image/Target/GUEST_6d37a024-3606-4c35-ab82-307979ec1c39?wid=1200&hei=1200&qlt=85,False,Satchels,Polyethylene,,Straw Caning Crossbody Bag - A New Day™ Natural,,30.0,94742374,Straw Caning Crossbody Bag - A New Day™ Natural,https://www.target.com/p/straw-caning-crossbody-bag-a-new-day-8482-natural/-/A-94742374#lnk=sametab,5.0,3,target,4,2026-02-23T16:44:52.646741,30.0,False,Straw Caning Crossbody Bag - A New Day™ Natural Satchels Polyethylene Straw crossbody bag; Cane design; White trim detailing; Polyethylene shell; Spacious main compartment; Popper flap with magnetic closure; Shoulder strap; Bag structure: Structured; Interior features: No Compartments or Pockets; Exterior features: No Compartments or Pockets,straw caning crossbody new day natural satchels polyethylene straw crossbody cane design white trim detailing polyethylene shell spacious main compartment popper flap magnetic shoulder structure structured interior exterior,crossbody,straw,-0.018921649570236516,crossbody – unknown | universal thread / interior exterior | Entry
Shade & Shore,2.0,"Packable tote handbag; 100% recycled polyester mesh shell; Zippered main compartment; 2 exterior mesh pockets; Double shoulder handles; 12in H x 21.5in W x 12in D; Bag structure: Unstructured; Interior features: No Compartments or Pockets; Exterior features: Front Pocket, Mesh Pocket",12 Inches (H) x 21.5 Inches (W) x 12 Inches (D),0.0,https://target.scene7.com/is/image/Target/GUEST_39521f7f-2e9b-4be7-99f7-68707e050e45?wid=1200&hei=1200&qlt=85,False,Beach Bags,100% Recycled Polyester,,Packable Zip Top Mesh Tote Handbag - Shade & Shore™ Brown,,18.0,94742389,Packable Zip Top Mesh Tote Handbag - Shade & Shore™ Brown,https://www.target.com/p/packable-zip-top-mesh-tote-handbag-shade-shore/-/A-94800765?preselect=94742389#lnk=sametab,5.0,2,target,1,2026-02-23T16:44:52.646741,18.0,False,"Packable Zip Top Mesh Tote Handbag - Shade & Shore™ Brown Beach Bags 100% Recycled Polyester Packable tote handbag; 100% recycled polyester mesh shell; Zippered main compartment; 2 exterior mesh pockets; Double shoulder handles; 12in H x 21.5in W x 12in D; Bag structure: Unstructured; Interior features: No Compartments or Pockets; Exterior features: Front Pocket, Mesh Pocket",packable top mesh tote shade shore brown beach 100 recycled polyester packable tote 100 recycled polyester mesh shell zippered main compartment exterior mesh double shoulder handles 12in 5in 12in structure unstructured interior exterior front mesh,tote,recycled,-0.011392759094398826,tote – unknown | universal thread / interior exterior | Mid
Universal Thread,,Bag structure: Lightweight; Interior features: Zip Pocket; Exterior features: Adjustable Strap,7.5 Inches (H) x 9 Inches (W) x 2.75 Inches (D),0.0,https://target.scene7.com/is/image/Target/GUEST_073cd41e-5e4e-41d8-baa7-da242fc2eff7?wid=1200&hei=1200&qlt=85,False,Crossbody & Messenger Bags,Polyurethane,,Western Soft Saddle Crossbody Bag Purse - Universal Thread™ Brown,,30.0,94832341,Western Soft Saddle Crossbody Bag Purse - Universal Thread™ Brown,https://www.target.com/p/western-soft-saddle-crossbody-bag-purse-universal-thread-8482-brown/-/A-94832341#lnk=sametab,5.0,1,target,2,2026-02-23T16:44:52.646741,30.0,False,Western Soft Saddle Crossbody Bag Purse - Universal Thread™ Brown Crossbody & Messenger Bags Polyurethane Bag structure: Lightweight; Interior features: Zip Pocket; Exterior features: Adjustable Strap,western soft saddle crossbody universal thread brown crossbody messenger polyurethane structure lightweight interior exterior,crossbody,unknown,-0.018921649570236516,crossbody – single
Universal Thread,3.0,Bag structure: Softside; Interior features: Zip Pocket; Exterior features: Adjustable Strap,4.75 Inches (H) x 8.25 Inches (W) x 2.5 Inches (D),0.0,https://target.scene7.com/is/image/Target/GUEST_039226b7-b600-4848-8407-b1fd316b5e7f?wid=1200&hei=1200&qlt=85,False,Shoulder Bags,Polyester,,Western Faux Suede Fringe Shoulder Bag Purse - Universal Thread™ Brown,,35.0,94832340,Western Faux Suede Fringe Shoulder Bag Purse - Universal Thread™ Brown,https://www.target.com/p/western-faux-suede-fringe-shoulder-bag-purse-universal-thread/-/A-94894923?preselect=94832340#lnk=sametab,3.7,6,target,0,2026-02-23T16:44:52.646741,35.0,False,Western Faux Suede Fringe Shoulder Bag Purse - Universal Thread™ Brown Shoulder Bags Polyester Bag structure: Softside; Interior features: Zip Pocket; Exterior features: Adjustable Strap,western faux suede fringe shoulder universal thread brown shoulder polyester structure softside interior exterior,shoulder,unknown,0.02078770549093766,shoulder – unknown | faux suede / tan shoulder | Mid
Universal Thread,2.0,Bag structure: Lightweight; Interior features: Zip Pocket; Exterior features: No Compartments or Pockets,16 Inches (H) x 16.25 Inches (W) x 2 Inches (D),0.0,https://target.scene7.com/is/image/Target/GUEST_e48ca886-f959-458c-946a-9270218020b8?wid=1200&hei=1200&qlt=85,False,Shoulder Bags,Polyester,,Western Faux Suede with Tassel Shoulder Bag Purse - Universal Thread™ Tan,,40.0,94832338,Western Faux Suede with Tassel Shoulder Bag Purse - Universal Thread™ Tan,https://www.target.com/p/western-faux-suede-with-tassel-shoulder-bag-purse-universal-thread/-/A-94894924?preselect=94832338#lnk=sametab,5.0,1,target,0,2026-02-23T16:44:52.646741,40.0,False,Western Faux Suede with Tassel Shoulder Bag Purse - Universal Thread™ Tan Shoulder Bags Polyester Bag structure: Lightweight; Interior features: Zip Pocket; Exterior features: No Compartments or Pockets,western faux suede tassel shoulder universal thread tan shoulder polyester structure lightweight interior exterior,shoulder,unknown,0.02078770549093766,shoulder – unknown | faux suede / tan shoulder | Mid
A New Day,2.0,"Quilted tote handbag; Unstructured design; Magnetic closure on main compartment; Features interior and exterior pockets; Double shoulder and grab handles; Bag structure: Unstructured; Interior features: Accessories Pocket, Zip Pocket; Exterior features: Side Pockets",13 Inches (H) x 18 Inches (W) x 6.25 Inches (D),0.0,https://target.scene7.com/is/image/Target/GUEST_92897fbb-2131-4ff5-a979-4fa08111046c?wid=1200&hei=1200&qlt=85,False,Shoulder Bags,"Polyurethane, Nylon",,"Kate Tote Handbag - A New Day™ Black: Double Shoulder Handles, Magnetic Closure, Recycled Nylon",,30.0,90367018,"Kate Tote Handbag - A New Day™ Black: Double Shoulder Handles, Magnetic Closure, Recycled Nylon",https://www.target.com/p/kate-tote-handbag-a-new-day/-/A-90564600?preselect=90367018#lnk=sametab,4.5,247,target,2,2026-02-23T16:44:52.646741,30.0,False,"Kate Tote Handbag - A New Day™ Black: Double Shoulder Handles, Magnetic Closure, Recycled Nylon Shoulder Bags Polyurethane, Nylon Quilted tote handbag; Unstructured design; Magnetic closure on main compartment; Features interior and exterior pockets; Double shoulder and grab handles; Bag structure: Unstructured; Interior features: Accessories Pocket, Zip Pocket; Exterior features: Side Pockets",kate tote new day black double shoulder handles magnetic recycled nylon shoulder polyurethane nylon quilted tote unstructured design magnetic main compartment interior exterior double shoulder grab handles structure unstructured interior exterior side,tote,nylon,-0.011392759094398826,tote – single
A New Day,2.0,"Satchel crossbody bag; Woven from polyurethane; Main zip closure; Cell phone and zippered pockets; Padded handle; Detachable, adjustable strap; Unstructured design; Bag structure: Unstructured; Interior features: Cell Phone Pocket, Zip Pocket; Exterior features: Detachable Straps, Adjustable Strap",8 Inches (H) x 12 Inches (W) x 4 Inches (D),0.0,https://target.scene7.com/is/image/Target/GUEST_ac24bb23-ec00-4d70-b20f-a223551963b5?wid=1200&hei=1200&qlt=85,False,Crossbody & Messenger Bags,Polyester,,Satchel Crossbody Bag - A New Day™ Tan,,30.0,94780336,Satchel Crossbody Bag - A New Day™ Tan,https://www.target.com/p/satchel-crossbody-bag-a-new-day/-/A-94810415?preselect=94780336#lnk=sametab,4.3,7,target,0,2026-02-23T16:44:52.646741,30.0,False,"Satchel Crossbody Bag - A New Day™ Tan Crossbody & Messenger Bags Polyester Satchel crossbody bag; Woven from polyurethane; Main zip closure; Cell phone and zippered pockets; Padded handle; Detachable, adjustable strap; Unstructured design; Bag structure: Unstructured; Interior features: Cell Phone Pocket, Zip Pocket; Exterior features: Detachable Straps, Adjustable Strap",satchel crossbody new day tan crossbody messenger polyester satchel crossbody woven polyurethane main cell phone zippered padded handle detachable unstructured design structure unstructured interior cell phone exterior detachable straps,satchel,unknown,0.06271342895513957,satchel – unknown | frame satchel / universal thread | Mid
Shade & Shore,5.0,Unstructured packable tote handbag; 100% recycled polyester shell; Open main compartment; 2 exterior mesh pockets; Double handles; 18in H x 24in W x 6.5in D; Bag structure: Unstructured; Interior features: No Compartments or Pockets; Exterior features: Side Pockets,18 Inches (H) x 24 Inches (W) x 6.5 Inches (D),0.0,https://target.scene7.com/is/image/Target/GUEST_df2c6490-b7c6-4dd1-9edf-696530d4fbe6?wid=1200&hei=1200&qlt=85,False,Beach Bags,100% Recycled Polyester,,Packable Cut Out Mesh Tote Handbag - Shade & Shore™ White,,15.0,94742390,Packable Cut Out Mesh Tote Handbag - Shade & Shore™ White,https://www.target.com/p/packable-cut-out-mesh-tote-handbag-shade-shore/-/A-94800766?preselect=94742390#lnk=sametab,4.5,14,target,5,2026-02-23T16:44:52.646741,15.0,False,Packable Cut Out Mesh Tote Handbag - Shade & Shore™ White Beach Bags 100% Recycled Polyester Unstructured packable tote handbag; 100% recycled polyester shell; Open main compartment; 2 exterior mesh pockets; Double handles; 18in H x 24in W x 6.5in D; Bag structure: Unstructured; Interior features: No Compartments or Pockets; Exterior features: Side Pockets,packable cut out mesh tote shade shore white beach 100 recycled polyester unstructured packable tote 100 recycled polyester shell open main compartment exterior mesh double handles 18in 24in 5in structure unstructured interior exterior side,tote,recycled,-0.011392759094398826,tote – single
